authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,collectCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,First day of hybrid learning at #lsprjakarta #foryourpage #adayinmylife #unistudent,42,2,4441,2,5.0,24,Your Existence,Wonstein,False,2022-04-05T01:56:14.000Z,https://www.tiktok.com/@adelisaihdina/video/7082932672485444891
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,indomie + esteh = debestt😵‍💫🤤 #namjoohyuk #skawngur #fyp,47,0,662,0,1.0,12,original sound,alis,True,2022-04-06T03:51:25.000Z,https://www.tiktok.com/@adelisaihdina/video/7083333444503129371
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,"Dear diary, 😶 #fypシ #deardiary",94,0,932,4,8.0,29,original sound,Userrrrrrrrr,True,2022-04-07T10:53:12.000Z,https://www.tiktok.com/@adelisaihdina/video/7083813218057080091
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,Chentil dulu gasi #fypシ #kiyowo #haha,22,0,576,5,2.0,6,,,False,2022-04-08T17:02:38.000Z,https://www.tiktok.com/@adelisaihdina/video/7084279504734145819
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,Family suite bedroom with a pretty view🍃🤍 #fypシ #hotelmalangbatu #villamalang  #batumalang #hiddengems,36,11,4963,0,7.0,45,Sesaat Kau Hadir,Utha Likumahuwa,False,2022-04-09T10:55:21.000Z,https://www.tiktok.com/@adelisaihdina/video/7084555944654408986
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,"Bosan, gadeng…",64,0,1726,1,1.0,39,Ylang Ylang (feat. (((O)))),FKJ,False,2022-04-18T14:37:58.000Z,https://www.tiktok.com/@adelisaihdina/video/7087953078355250459
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,"Draft, hari pertama exams. gudlak efribadeh☕️",21,0,1670,0,1.0,59,Chopin Nocturne No. 2 Piano Mono,moshimo sound design,False,2022-05-17T16:32:10.000Z,https://www.tiktok.com/@adelisaihdina/video/7098743975913344282
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,i still thinking about u… #itsnotlivingifitsnotwithyou #the1975,39,0,317,0,2.0,15,its not living if its not with you,favsoundds,True,2022-05-22T04:14:25.000Z,https://www.tiktok.com/@adelisaihdina/video/7100409287876316443
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,another draft🤟🏻,52,0,393,2,0.0,14,GUY.exe (Remix),onecuppateaplease,True,2022-05-23T00:36:22.000Z,https://www.tiktok.com/@adelisaihdina/video/7100724179489574170
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,Capek sekali hari ini sobat😭💪🏻,23,0,271,0,1.0,15,Until I Found You,Stephen Sanchez,False,2022-05-25T15:01:15.000Z,https://www.tiktok.com/@adelisaihdina/video/7101689233131277595
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,#serbasalahraisa 💆🏻‍♀️✨,33,0,867,0,2.0,14,Serba Salah,Raisa,False,2022-06-04T10:44:10.000Z,https://www.tiktok.com/@adelisaihdina/video/7105333832907279643
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,mazak mie🍜,23,0,248,1,0.0,49,original sound,Leith Ross,True,2022-06-12T15:53:39.000Z,https://www.tiktok.com/@adelisaihdina/video/7108382266635717915
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,Kali ini singkat🙄,22,0,253,0,0.0,24,(They Long to Be) Close to You,The Macarons Project,False,2022-06-18T18:05:52.000Z,https://www.tiktok.com/@adelisaihdina/video/7110642810998590747
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,#ivofspades #zildbenitez #blastersilonga,30,0,293,0,0.0,15,Come insider of my heart,user63584314948,True,2022-07-08T12:46:12.000Z,https://www.tiktok.com/@adelisaihdina/video/7117982167975677211
https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/148692fadc119c1c5d1a8948f99bc5f8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6dc2d45c&x-expires=1768132800&x-signature=wGSykfiKbJ6zQ4lPD1Qrh%2B6TP5c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5,adelisaihdina,Lagunya cyanduu🦋,15,0,173,0,2.0,7,original sound,︎︎︎,True,2022-07-09T13:03:57.000Z,https://www.tiktok.com/@adelisaihdina/video/7118357820088618266
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,milia ganggu bgt,17,0,214,0,0.0,15,original sound,Agnes Solaru,True,2021-04-24T11:46:13.000Z,https://www.tiktok.com/@aboutmilun/video/6954689231541374210
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,'ini kaya apa jogetannya me?',20,0,530,3,0.0,8,Buset Dah,farr,True,2021-06-08T07:46:41.000Z,https://www.tiktok.com/@aboutmilun/video/6971326337436945665
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,,27,0,649,0,0.0,11,original sound - huj1991,huj1991,True,2021-06-11T04:29:30.000Z,https://www.tiktok.com/@aboutmilun/video/6972388779088760065
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,#fyp,28,2,546,2,0.0,6,Check out my YouTube Samantha Peterson,syrp11,True,2021-06-15T15:54:27.000Z,https://www.tiktok.com/@aboutmilun/video/6974049630426369282
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,#fyp,65,0,621,3,2.0,11,original sound - taste of dubu,cher,True,2021-06-16T05:56:23.000Z,https://www.tiktok.com/@aboutmilun/video/6974266594692205825
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,kuŕang lebih mohon dimaafkan #xyzbca,22,0,378,1,0.0,7,suara asli - 💅,lun,True,2021-06-18T01:41:04.000Z,https://www.tiktok.com/@aboutmilun/video/6974942959666056450
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,just turned 19,14,0,160,0,0.0,12,RIP,Croosh & Shiloh Dynasty,False,2021-06-28T16:32:44.000Z,https://www.tiktok.com/@aboutmilun/video/6978883600590720258
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,jir kesebut,35,2,313,3,0.0,15,Need to know by Doja cat,song.lyrics__x,True,2021-07-28T03:19:07.000Z,https://www.tiktok.com/@aboutmilun/video/6989811656054344986
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,lupa senyum,23,0,203,1,0.0,13,original sound,mclyq,True,2021-08-22T17:39:15.000Z,https://www.tiktok.com/@aboutmilun/video/6999310435111406874
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,cuma bisa gini #xyzbca,16,0,172,1,0.0,11,الصوت الأصلي,IDK,True,2021-08-24T16:27:45.000Z,https://www.tiktok.com/@aboutmilun/video/7000034181845683483
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,gini bknsi #fyp,28,1,336,3,0.0,6,Dancing With Your Ghost,Koi_Colo,True,2021-10-04T10:31:02.000Z,https://www.tiktok.com/@aboutmilun/video/7015156750206782747
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,bnyk bgt kurangnya,18,2,196,3,0.0,11,,,False,2021-10-07T13:31:54.000Z,https://www.tiktok.com/@aboutmilun/video/7016316615759301915
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,candu #fyp #xyzbca #makeuр,24,2,185,1,0.0,14,original sound - ✊🏻😭,nina,True,2021-10-09T15:01:17.000Z,https://www.tiktok.com/@aboutmilun/video/7017081820575436059
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,cakep bat wkwk,25,2,153,3,0.0,24,,,False,2021-10-09T15:18:15.000Z,https://www.tiktok.com/@aboutmilun/video/7017086191157742875
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,jk,16,3,189,1,0.0,7,Just kidding,Smth,True,2021-10-11T04:07:28.000Z,https://www.tiktok.com/@aboutmilun/video/7017655503933279515
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,#fyp #xyzbca,383,11,15100,28,8.0,15,gm to all light stans,yagamista,True,2021-10-11T12:11:44.000Z,https://www.tiktok.com/@aboutmilun/video/7017780290999291162
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,#fyp ga #fyp ttp tiktokan,31,6,231,7,0.0,8,,,False,2021-10-11T13:07:01.000Z,https://www.tiktok.com/@aboutmilun/video/7017794543647067418
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,drft #fyp #xyzbca,49,19,339,16,0.0,7,First Place,Larray,False,2021-10-12T05:41:47.000Z,https://www.tiktok.com/@aboutmilun/video/7018050893467700506
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,"Balas @cheezxake ± ky gituu, susah juga buat tutor yaa",11700,17,211700,85,629.0,57,,,False,2021-10-12T10:11:53.000Z,https://www.tiktok.com/@aboutmilun/video/7018120494155189531
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,Balas @cuteeasfff #fyp #xyzbca,117,10,1094,25,20.0,25,original sound - pennpenn,pennpenn,True,2021-10-13T05:36:43.000Z,https://www.tiktok.com/@aboutmilun/video/7018420674607811866
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,#xyzbca #makeuр #fyp,40,15,260,10,0.0,27,need to know x goosebumps longer version DJ Lilli,DJ LILLI,True,2021-10-14T09:51:47.000Z,https://www.tiktok.com/@aboutmilun/video/7018857488078376218
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,bnyk bgt dramanya ni #makeuр #xyzbca #fyp,60,36,337,26,0.0,15,Follow Canuss3,𝗖𝗮𝗻𝘂𝘀𝘀 ✓,True,2021-10-14T15:01:34.000Z,https://www.tiktok.com/@aboutmilun/video/7018937315456322842
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,ayy,27,3,197,3,0.0,10,Rich Boy X World Is Spinning,syafiq,True,2021-10-15T00:37:01.000Z,https://www.tiktok.com/@aboutmilun/video/7019085604944137499
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,cakep jg kalo mancung,13,1,223,4,0.0,7,ac camilaslodges on sc,eris,True,2021-10-19T07:48:13.000Z,https://www.tiktok.com/@aboutmilun/video/7020681062581898522
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,just like that #fyp,74,38,314,16,0.0,14,am i famous,m <3,True,2021-10-21T01:35:20.000Z,https://www.tiktok.com/@aboutmilun/video/7021327141480467738
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,mengantuq,31,2,209,3,0.0,11,original sound,Arlantacious,True,2021-11-01T15:02:43.000Z,https://www.tiktok.com/@aboutmilun/video/7025617147808288026
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,pls jgn rusak lagiii videonya😭,50,5,245,9,1.0,10,sonido original,ozu ♚,True,2021-11-02T05:32:20.000Z,https://www.tiktok.com/@aboutmilun/video/7025841244098104602
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,bismillah ga rusak:(,38,10,235,13,0.0,15,On The Floor,Jennifer Lopez,False,2021-11-03T13:30:48.000Z,https://www.tiktok.com/@aboutmilun/video/7026335632020589850
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,bersihin draft dl,54,28,223,22,0.0,11,idfc slowed blackbear,🎬🗝🕷,True,2021-11-04T06:21:53.000Z,https://www.tiktok.com/@aboutmilun/video/7026596186891013402
https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9df52963f8f6e38f2dc327856e5e9541~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=762dec4d&x-expires=1768132800&x-signature=bNRHrYzw0vKzOXgteehkFtCVrvI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8,aboutmilun,"bikin tutor ga segampang ituuu, ini pas bikin tbtb ada tulisan tidak terekam😭😭 tp ttp lanjutin untung hasilnya notbad🤬🤬",81,10,527,7,0.0,52,to the salon,inactive,True,2021-11-06T04:06:57.000Z,https://www.tiktok.com/@aboutmilun/video/7027303583636933915
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0e21c25c33727545f6a455cd2dcf9819~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=fe08cfeb&x-expires=1768132800&x-signature=JNphtlp4xU%2FCCyw2mH8fljgN2QE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,nouwrahh,sebuah tips and tricks ❤️😆 #serumdarkspot #serumviral #symwhite ,462,22,16300,8,54.0,18,som original,ju,True,2025-02-10T01:11:23.000Z,https://www.tiktok.com/@nouwrahh/video/7469591836529642758
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0e21c25c33727545f6a455cd2dcf9819~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=fe08cfeb&x-expires=1768132800&x-signature=JNphtlp4xU%2FCCyw2mH8fljgN2QE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva,nouwrahh,,18400,199,85400,47,733.0,0,original sound,bita,True,2025-02-18T12:45:54.000Z,https://www.tiktok.com/@nouwrahh/video/7472739503355039031
